user_chest,prod_m_chest,prod_l_chest,optimal_size
46.57136687742994,37.31636571771361,41.87280061601756,L
37.028391024607934,37.72627074783324,42.47281506992783,M
38.30110681119169,37.98572964705061,39.27754585900806,M
40.29895409526292,38.149597957518786,42.16614061307833,L
38.489573037651404,38.09782717470792,40.850258544632105,M
35.348009706801605,38.43600577522258,42.32434571119492,M
40.205688924418084,38.84383950964174,40.96367080316184,L
36.813088858821686,38.39263411565097,41.14451730407442,M
41.420777291905544,38.45358552350922,41.72637238960673,L
37.24172729729859,36.41777683325352,40.947670530396806,M
44.649803215052614,38.05022769916568,41.52446555326465,L
37.65024012299129,38.47950754800161,40.80662423145669,M
39.03381545138297,38.72894119457045,40.16682954830127,M
42.44055165210901,37.307649225766205,43.01795705242936,L
36.30740705069813,37.34096072511136,40.70395130717607,M
40.68237980381239,37.425899324716404,41.82131911239202,L
43.921428262847286,38.53641389989134,42.752891081493786,L
35.17755029631632,39.03388105492421,41.38505589748396,M
40.55390157559691,37.5925398927084,41.174834100254465,L
40.77964838274527,38.907962313627046,42.22623808866742,L
42.34546861533193,38.12347980916459,43.11793382272715,L
36.289147867365756,37.875714222837566,40.83068473491353,M
36.03863016074717,37.788615770182034,41.84985216798256,M
41.56582469685069,38.74661136460216,40.26750540503267,L
40.89095401969956,38.32557781678707,41.606798996317806,L
40.75147855103763,40.27582542764764,42.034204684538075,M
41.03934462849093,37.14777535700268,41.145375358244934,L
37.95992583526453,38.51810170202997,41.54300816617477,M
40.69676109148301,37.470798990188484,40.59177323169255,L
40.879217419896044,37.13071301301136,42.077078611381495,L
37.856945745920896,37.98913286296503,43.05569424888315,M
45.59732353343427,38.137352479407035,40.90285613022954,L
41.42149876273536,40.91817355506009,41.377328233447614,L
36.42608950839205,37.8158541843168,42.50254624645418,M
41.96966082590149,36.86982127051532,43.21209071932274,L
37.075954989318035,38.27301071749439,40.50681018779107,M
42.36125381122736,35.92535996245363,41.83121526258405,L
43.47578673702221,37.908043217395736,42.28313082231953,L
37.53795304494487,38.01602528229516,41.897943609371154,M
42.890128387732965,38.79460038294521,39.52320793312291,L
41.238342780809496,38.97362224942785,42.50109000930877,L
42.46618047998347,37.49643038109228,43.519336351090644,L
45.69037894796184,37.84938598537007,42.1166617511695,L
39.263835651991386,37.233879169389326,40.968893946705734,L
37.738791506927534,36.87193744519231,41.486872753635716,M
37.33145671112343,38.309894779380635,43.769913067655594,M
37.55256914510368,36.7264144514034,42.90996254086056,M
39.76869487175769,37.58537309942814,42.640026618384326,M
41.023455924449934,37.00482604010076,42.35641258353438,L
40.83007239799006,38.54968318629026,41.33886288780903,L
42.48154974710807,39.80143009926649,41.79942881934423,L
40.039005675633724,36.69841201719667,41.92207726432149,L
44.36060223147195,36.14698151710243,42.549574316064444,L
39.206029500286135,37.875113114649935,43.508918894266905,M
48.160507499768855,38.015697795957756,43.11833813679313,L
41.87700204329502,38.218659306757296,40.58061564420396,L
37.42852733075115,37.55367948476565,42.223994968901046,M
36.78732250581666,37.79936070117457,42.736763345167894,M
41.447417245729554,38.3675104105406,42.618860330144635,L
39.32961164402245,39.04043089264484,41.37076623661258,M
42.14200148227628,36.044951229681715,44.91410921576836,L
41.419712873720634,37.631060560968535,40.72291543766888,L
39.781513262029385,38.21380879394106,40.91681155333395,L
37.459618845794786,37.08202389538926,42.233595081261576,M
35.4554583259424,39.7311696317673,44.11680305496385,M
38.660455143798934,37.364590119771265,41.16380514929583,M
42.56919638297042,37.958707312992715,41.73417163435301,L
40.64228123239061,38.55602209684229,43.077293673015696,M
36.262783663864035,37.40871521119811,41.98213784511227,M
40.519542777553546,36.15342695219558,41.66539614546971,L
41.15595213918651,37.57134547308347,42.56563290188672,L
37.3484276913966,39.02944055592704,42.272517990229595,M
40.461175317836584,37.66310487321486,43.03043878563679,L
40.174626155338,37.15356569854102,43.291468889065364,M
36.57108910650813,38.92567220950272,42.307003060005364,M
41.07336208104485,37.66922510397695,42.29173272537831,L
41.682353579104706,37.48983918634978,42.21411098228614,L
43.24915372952583,38.14945608966331,42.489130556649286,L
43.16140615610471,38.77075020961879,42.05517063787146,L
35.866991896128724,40.381713531732544,41.99939151767771,M
37.18652488025463,38.82723610765742,43.196627120827245,M
41.54510580162598,39.15983996638835,43.51611618035504,L
41.541357852736624,37.494033801012144,40.49244705536658,L
41.54514305891814,36.97413189403052,42.01002115174057,L
51.558194471964164,38.06233134961912,41.311305566554765,L
41.712671532079504,38.1071699152596,41.68902853351393,L
43.4066969205418,36.9214872586354,42.402516209735325,L
42.86200529047961,37.824705470095985,42.66943837154247,L
41.954173753917395,38.39931760171913,41.887873556388655,L
39.054192266078964,38.36039339501808,40.086659665277196,M
42.276907661479804,38.50428785338427,41.03495441942382,L
37.681524356387285,38.290964730137446,42.896499670200164,M
39.28954417977997,37.492991340729944,39.25957357796507,L
38.54390935651269,37.48609937335116,43.187427151682,M
40.245622418158966,36.80104860200613,42.52122999064454,L
46.94397570002052,39.78477503918509,43.316176081530024,L
34.39820442222476,38.013450364619295,41.80143081311904,M
42.05878057112354,37.77514694420515,39.93859457597709,L
35.16185238643104,37.07120791854754,42.4303626415065,M
38.5842044026317,40.935657902327776,43.27465312403834,M
43.266851790902095,36.926671967777104,42.92472180551342,L
40.19284005728639,37.57115207439393,41.33730851651197,L
36.76676566621208,38.41583683628606,42.08676107546265,M
37.854088872220096,38.60021296574428,41.467163731220076,M
42.038793246804026,38.957932055215686,41.18073353581063,L
37.80890010484859,39.80760850776926,42.95538857117985,M
40.64937576874593,38.50615765546071,40.802467688734836,L
40.136715519711444,36.94396920003333,41.106183569418384,L
38.04519895718255,37.74305487487822,40.89597436652762,M
46.43183226797598,38.307832372513886,40.50975247670095,L
41.90175706695403,40.068226041505824,42.1464142918426,L
33.924572240027175,36.602194521575704,43.161503048481975,M
40.55936294430828,39.202576505225224,41.81512324375473,L
38.01464060569484,38.17991436954642,40.494252199435834,M
42.55730000438867,38.83783053522948,42.83994453974203,L
37.6224377847019,37.89800528336407,43.68570175403497,M
39.655790675599306,37.157567369873675,41.35375767585341,L
41.514961836941374,38.750872779401334,41.521445733282285,L
42.59726558251037,38.65443102710562,42.515660630083396,L
36.39911077883267,38.972056965739725,43.62187374778505,M
38.996496292477154,37.98669536462136,41.48016585427477,M
38.57516406651713,37.40017797668015,40.6675502190018,M
38.04001230227887,36.441213004976156,42.631418606272405,M
45.29636272084329,38.81937326813941,42.7990680731423,L
41.21494513288287,38.42388948244398,42.00613145043523,L
36.217348136994865,37.034217367136044,41.44186674034255,M
42.75358584116433,37.461426326703375,42.99437873099205,L
46.3664685910379,37.53324118804856,42.528036004547964,L
43.09739578165344,36.517015568017584,41.231564483096506,L
35.44189010213796,37.182317603394864,42.04909473130567,M
38.54729778140125,36.86616964319364,40.64829246797535,M
43.80073344755987,37.58752098811206,42.68589045643792,L
37.87699160314366,37.261302501670436,41.73776643061714,M
41.33145828443868,36.372995079133254,41.564289167615264,L
42.32390216028801,40.022590230569485,41.96712551484757,L
37.219208585265754,39.25254073102923,42.04030769933025,M
39.8214239318146,37.22098057848002,42.89493006156556,M
30.276197979792784,38.27242139665361,42.59109053132522,M
36.92683707599713,38.41746508982129,41.8435907212072,M
39.24229554582052,39.191085854773476,42.763668149718995,M
36.256650454105454,37.18139497333992,42.40073725369162,M
44.897233911794906,39.09210678398242,41.573400363713965,L
35.7095758661181,37.452094695793065,41.87528184176352,M
38.67986653990905,36.664137595831384,41.85177711115688,M
40.39222173185827,38.724136559314495,42.505261343174205,M
44.323819867198345,39.29075842412243,41.63297738527836,L
35.69241354646168,40.58790897353069,41.609590813578365,M
43.48949125646488,36.800274734909785,43.96875730943396,L
40.03069918305876,38.69891968508079,42.93973548174711,M
37.05547404685615,37.59019875620647,41.23939933557486,M
41.38631042278981,38.783358710524034,42.5709409939422,L
40.59717908672041,36.52951044876875,42.11835006565518,L
38.19934936852361,36.737230224301435,42.39155117526009,M
40.209406254970055,37.22412517683352,42.13734132456511,L
38.844059209414716,38.07896404566809,43.189642645485236,M
40.340552035753745,37.35891873346164,42.345620344651444,L
41.98639202356314,38.65905434391342,41.93791130178571,L
44.75805044843606,39.02689461825791,43.04219057698302,L
36.28655350351945,38.59957754124535,42.233285041087875,M
46.3991001239688,39.618787639660866,42.12147857932906,L
34.143736601432494,38.415826629455346,42.31402260248611,M
39.54464471489325,36.783103289659834,41.90639097663363,L
41.76495161945373,39.36337651353834,42.009226992995465,L
40.8429756032051,37.394843764394004,41.41330541123813,L
38.13190144053822,38.91041849968557,41.24883278037612,M
39.375633248928175,39.57373421655511,41.00142961351756,M
38.5209971960235,38.456688010730396,40.60801671320292,M
38.231905729167366,36.50384118683535,41.12028263861544,M
42.54880629106307,37.08178783349021,41.82573296553308,L
41.07104645789514,39.32274446688513,42.103117582445634,L
37.92127121421804,37.83087731435718,41.728703436852356,M
42.69879962629975,38.07957353494216,39.64429650987264,L
40.92189856262983,38.75882441616361,43.57458635776234,M
42.43858635651688,38.69632286208032,43.08648012289038,L
41.888886525770836,38.27879981238546,42.445759851217126,L
37.51301496723379,37.79133162877953,43.907490672553266,M
38.31945687940909,37.687331554267644,41.02263588251629,M
42.24188081536978,38.85789882529134,43.887625120626005,L
41.83111079630039,38.553569531067794,41.03478592324945,L
39.93729521810756,37.74269999938221,42.23873792529135,M
40.35198214992634,39.08211231299314,40.7261626748658,L
43.83299468736527,37.870965884870216,42.014694095544364,L
38.22528583349251,37.14833782566561,42.38616649799839,M
41.641292143510114,37.24102930109665,41.84530966886545,L
39.39342204269832,37.02125916369023,42.71387744409014,M
39.34695639031834,37.727589983396314,42.09901444948726,M
43.29633055596157,39.23372427833619,41.47758527162249,L
42.47624904696409,37.19490481896949,41.43318668219766,L
42.440528908001916,38.188475761018104,42.8109137726157,L
43.91643642146299,37.34331065437259,41.34625797019303,L
40.06301152489828,37.73969095872856,42.915402970484934,M
42.04585891388489,36.48995878801475,43.22271179283193,L
39.06919973021963,37.77946177084346,40.33128613765387,L
40.97249905746533,37.80629462019504,43.13292638730103,L
39.60957083689695,38.5402879440357,44.0604226984447,M
40.29098789497815,38.22328091325537,42.25200376120193,L
41.78547107631074,36.80160787504796,42.59908418529482,L
37.54533795029958,39.08419824404354,43.03700532436916,M
46.27716182705638,38.210303040221994,41.72451768482098,L
36.98194785550089,38.198393517177486,42.18228022353787,M
36.3574341616368,37.990817646614865,40.68580047037689,M
43.474332620500206,37.48224255277778,42.13863502853045,L
42.37498808188881,38.21780233974873,42.49811199564454,L
41.87235945115646,38.475588435928586,42.51616302292647,L
41.88503652779284,36.25310430865444,43.06542472359758,L
39.963259681459256,37.461239162653904,41.22519782186447,L
37.308236885542506,37.74505302959641,41.467393243326505,M
40.22741367458118,38.25617060569428,43.895507345991355,M
37.96851486546367,39.19331100592713,41.84967162623629,M
42.925359200253254,37.22825918540322,42.20003378731233,L
39.55882785549358,37.502038153182156,41.93298995827478,M
37.523508409622465,37.48746588935345,41.17831917369498,M
39.03584247504102,37.19847240989546,43.6235292108918,M
41.23879436282687,37.65281350488774,41.4722985880794,L
38.30882634158807,38.77080221998797,40.87271447629307,M
37.5333388133007,36.946164504635654,41.54925972269725,M
40.731061634475736,38.4278143951529,39.99829399827447,L
40.73489971332617,36.298097769981666,41.348712535016816,L
38.47917047388661,37.438662003557795,41.03187140214767,M
38.586885083145035,37.670510699782014,42.61742863092732,M
40.69614981207291,39.67485967291407,41.326585760440125,L
35.65574697550803,37.72519769524731,42.88780393557885,M
35.77760867687034,35.798756526549084,43.39848399306932,M
37.84466733624269,36.00111109313875,42.781175336287596,M
39.35965854486446,38.03402958634668,41.784611711139924,M
40.932722696794016,38.61377085578991,42.14111449670559,L
44.426068650848656,38.37545585762725,40.47501505985594,L
42.57297886960606,38.16757010580099,41.86622062747876,L
39.52018441010972,39.16225959750567,41.13956153193317,M
39.94295137629194,37.46040877926287,42.694326381149295,M
36.99241190608657,38.89491055602682,44.57275238924447,M
39.94446059202283,36.367985114973585,42.49982163597381,L
39.13402408323959,37.09505216706194,40.00885985104534,L
40.96815568101427,36.192958605068185,41.63876980708563,L
37.51830716934303,37.725154699330204,42.12249092537446,M
41.55803954272352,37.95373878273366,42.087357425260265,L
44.59821673900773,38.11410149222652,41.269186874391245,L
39.67371955462943,38.061883352887136,42.24529174263694,M
41.20513516629683,37.072446669188274,40.75749916308061,L
42.07043197513334,37.80975915558678,41.055091277314936,L
38.79633858434249,36.50255333139425,42.645797641603714,M
40.67227744543125,39.36322897513225,40.984336769120176,L
40.03777720234538,37.696373927102,42.53821160549226,M
40.293028295646494,37.51111388095631,40.630536225343945,L
37.6809706484336,39.58894032844408,43.76482588379174,M
40.07353052277683,36.75775346645077,41.22573007759595,L
41.49399487373635,36.87441288596803,41.77633342819656,L
44.353430823385125,36.90377967513143,42.330613261090406,L
42.87781247825562,37.93212861830052,41.434650047498906,L
46.45954737253467,38.4316316296376,42.1434059610713,L
37.69795731133585,38.73967546811783,42.57535672452013,M
42.61696191016203,40.57199531749497,42.96061323250348,L
40.55002601721505,35.750567545799235,42.79149743597296,L
46.56940879965302,38.608735589124414,41.82818953619733,L
37.57510514393454,37.442869427427766,41.853368225956395,M
37.48083447345767,37.413584851111224,44.34910855802503,M
38.20182206366793,37.38022787174612,42.94988906824929,M
33.62831282707058,37.09123032919203,41.078176343679786,M
38.42273493495772,39.68452483460345,42.09998816376555,M
37.72260201533891,38.8422973270139,41.66485686122181,M
40.451181359428624,38.023195978557375,41.86466576607689,L
41.02526792733148,39.351015752487,40.77050484229191,L
45.62851251764766,36.48747103470112,41.58807676561405,L
42.85127151455815,36.66929486866908,43.811555773193916,L
38.26928903301279,35.82203226780531,42.579076300875506,M
37.30475598595493,37.300585459876714,39.50883859184854,M
41.475757514519515,38.161698526704754,43.21672349249795,L
36.03930037893807,38.10285857793233,43.08962952290916,M
45.494376297563065,38.14934191105988,41.64071469569358,L
43.53832036216386,36.588943168933916,42.71726354378322,L
38.592473043685885,38.80315474261402,41.1406007891828,M
34.86059641272737,38.239627518239,41.52974428373364,M
44.06161712249624,38.733054281465996,43.498546360669856,L
39.65638046424215,36.10723782240995,41.72826996013029,L
43.71344893592038,38.31149085879779,40.130268338045006,L
35.2167170236169,36.812234760082475,41.936696777218664,M
38.20187493113868,37.60267674744864,41.921411607085645,M
40.01573109915455,38.53436489863638,43.19836856937346,M
40.140941781294224,38.09109360625591,42.01433642217576,L
38.64980358556227,37.14846002022068,41.57841768855971,M
41.8685497970425,38.00627315618442,43.04505614523121,L
36.79713871185221,36.468464684756356,42.12079023250111,M
39.57286154493612,39.1502673958983,41.24997731843428,M
40.3608868951357,37.794715980503746,43.15499756054162,M
41.543316502176246,39.11854994425533,42.1936617645168,L
42.13484463426667,37.473468312903954,42.002925966679435,L
36.62607372448639,37.476424011593416,42.177908391411655,M
35.39765748779313,37.23581321336216,40.929331628583405,M
43.83303046569553,38.876173931693074,41.47234622382166,L
40.99694203593877,37.290568842671526,42.00358260183278,L
37.75454039033034,38.64459543241518,41.80533630497532,M
44.65345592656757,37.61754760233071,43.27242838281659,L
40.347023902878576,36.02403670010838,42.217405852727005,L
43.53789155219148,37.42968593221353,42.8549039226364,L
40.20255544423033,36.82089178563715,42.00939535457585,L
46.18224377464596,38.03390272368234,43.05628848374612,L
45.26602252732961,36.80959226432551,42.397527756573155,L
39.25310755456278,38.925975100714616,42.01342048538846,M
42.91471285286307,37.90892413964697,41.98671691104098,L
41.93612784875544,37.82240400524126,41.045561373709035,L
44.105894672597046,38.65589213778758,42.50691572013631,L
37.105229618259685,38.963906934075865,41.95979526546362,M
42.058154379995315,37.97990124823035,41.49800803981879,L
43.175273460548766,37.22879970045071,43.106461770812075,L
34.723781540730656,36.226030383887874,40.7497839741052,M
36.45022446200267,37.31395024296482,41.577504104567566,M
33.8823034667197,37.38278775335204,43.027718748779535,M
39.19177949666633,38.107057452992294,42.31552294092025,M
42.152626767387886,37.65485311886197,41.952141072347246,L
44.507071156288085,38.68793297205143,42.25100354315015,L
40.222284341259325,37.38701672872931,42.17941417104884,L
44.88584663671388,37.94295883314706,40.48333745371408,L
35.85969562535533,39.18398744319689,41.650738114652036,M
34.889852681934535,38.34182521395497,43.61652165451375,M
39.83335690331015,37.939962458311435,41.340675865222835,L
41.152196346817924,37.398055558064826,41.681698985895665,L
39.901915755717724,37.366768603285024,41.45837923669081,L
33.79767369988037,37.149386747048055,41.91298477668186,M
39.73263988146164,37.4589931342171,41.416877168675704,L
36.08659149848544,38.755665838744314,42.48674150215806,M
42.009017646490115,37.77811172870773,42.197313412290264,L
41.09979473829055,36.65022693061877,42.77354761510702,L
37.180360641017934,39.768169293059785,40.94905883381104,M
38.45839924798992,38.319965191145165,41.6596595171171,M
36.822359434333144,36.59305659948683,41.774277368387864,M
39.81196270818049,37.55815107275917,42.455646910088596,M
42.865426961503715,38.11088638282842,41.20677880279297,L
37.04282186099337,39.70459209329738,42.91565380425834,M
41.512139546553534,36.89188754174113,43.18641559051761,L
38.40922714488268,38.97604071935595,41.011127652364415,M
37.621381503212966,39.399486426972345,41.50912710510644,M
39.67890892013633,37.37134569492543,41.46806849170791,L
36.89427303274188,37.72248638113977,44.6323862046775,M
38.33905208395846,36.96369075262623,41.570099894792115,M
36.40636632223345,37.796538858919696,43.677625442156135,M
45.89417539874917,37.96341002565707,40.73336800489339,L
40.105790655915186,38.65964999808237,41.01034903383564,L
37.900823476022246,39.090183471020445,41.313395468151796,M
40.641939732202665,37.25190393537835,41.15431068855348,L
39.66301585092751,36.032674935774004,41.7321012658415,L
39.337091201400334,37.978755220723755,41.2912217972785,M
41.84250010013027,38.29353752996864,41.180658407265426,L
42.27252313014191,38.24941768768504,43.15847199647333,L
38.40849655716842,37.67332675249096,43.22379362251316,M
38.27254527806596,38.12475209966394,42.94929649837532,M
39.17484490854507,39.51544480835225,42.523998955584325,M
33.09423650579325,38.38173416896251,42.09274306577955,M
35.45442681340434,37.626631574996914,41.50296930933409,M
44.100622802333575,37.499802182904006,41.04684249524491,L
44.93490314050385,37.83014764232227,42.36299570343269,L
39.25289188133087,39.63673996183064,40.8263696074532,M
41.7296708891673,37.8166992904738,41.006079070824605,L
40.93375046363061,37.980205655479296,43.15291325620481,L
49.236642425365716,37.517686429063694,43.90064904172209,L
43.35872473430373,39.098983357441966,42.39329513816648,L
39.6162472255577,39.95983725474468,43.106457152294645,M
37.133378678198724,38.45061304943139,41.754151682556014,M
35.18066103922728,38.082772903785425,40.66232581391232,M
40.61039090760167,38.036782833174236,42.61217161861858,L
37.73094776414709,35.61569321121426,42.56928932327006,M
35.73323887120698,38.74515086428482,42.071668553880244,M
38.06028134727242,38.13416641599584,41.75762454189489,M
36.75535598915681,38.428342050660724,42.9622105785811,M
45.06142490521769,37.28853780591629,41.01426696657253,L
42.64491927084835,37.61554312102291,41.22621942110934,L
39.97608207605015,37.588975063496825,40.99189349323957,L
44.43983241667008,39.02162298407304,42.084972962635824,L
40.23210492294285,37.621240163396905,40.912106987890745,L
37.41614739601521,40.082660322109795,41.31575781948476,M
44.56937223180897,38.430862419015035,41.294244437772804,L
41.61673013105398,36.72431734000427,41.73939166766604,L
36.88826153702063,37.87145370674804,40.512625553596024,M
39.428983965749175,37.34832487784358,42.087204992037265,M
37.37314523984573,35.80561753017997,43.247303650664676,M
35.85160080710699,39.59947094011379,42.135491372316764,M
42.778532642594925,38.70314254222001,43.54132114480132,L
45.728249921410395,38.53320731789931,43.33399818587692,L
35.80429727854258,38.1654036602997,42.77773504724785,M
41.68890771007171,36.61798243130756,42.07468584263689,L
38.04807229263452,37.516382860444565,42.02250038824544,M
38.53862384870591,38.84178077478401,42.76379977236326,M
38.22281822728339,36.948779970217494,41.60832939049597,M
37.40802769096055,35.468230683749184,40.11747924853253,M
40.14556488383448,37.772893992219075,42.492004054102956,L
37.507149650766884,37.858242445972465,40.86893137006503,M
40.811370477339516,38.13556341641471,41.03785877180962,L
39.84928567165259,38.72851864351453,42.000223947995785,M
39.28315585940077,38.63760581223121,41.90487512244653,M
37.277309013875204,38.25876980524392,40.58792439368437,M
38.269686008295004,39.19553138808671,42.16549156413314,M
42.26617367747727,36.481030219186685,42.966139660861046,L
41.502751562873144,38.50458181447739,40.87165842973422,L
37.067334265604345,38.62653836333694,43.27248333084876,M
40.29799691628768,36.760437713919764,40.439829174870056,L
42.25416137011537,36.497129391317614,44.117324144370954,L
34.99178415663589,37.254057873524395,41.58873956951652,M
41.63008057713981,37.33845855748471,42.14561699682689,L
38.01212872316246,38.75341946350243,40.10796642751433,M
41.711796005779476,37.385461216308904,41.93786393353069,L
37.71022253037245,37.1436514817188,42.22848217771819,M
34.58535369800644,37.38836626330544,41.91383789590051,M
35.117372686350514,39.11863233415421,41.436918922947626,M
40.14425483998414,38.01304337437695,41.053435481472185,L
40.779167505164445,37.82074897464309,43.130526619537314,L
37.28705012468677,37.88999450129895,42.03080713499795,M
41.91577737633212,39.29206033432652,43.54075237651677,L
35.01543981319312,37.250828273396756,41.47351764520508,M
39.80176060405805,39.3155082909401,41.56520530662778,M
36.36695140071263,38.210496298921505,42.81559424459616,M
38.04449167659352,37.839580618024655,40.37702503799643,M
40.142196013949246,40.50090049793428,40.78653663984708,M
